"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-27","3.80","0.00","0.0","0.0",,"73","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-28","2.68","0.52","0.0","0.0",,"68","56","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-29","1.57","0.00","0.0","0.0",,"82","58",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-30","5.14","0.00","0.0","0.0",,"90","72",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-31","4.03","0.00","0.0","0.0",,"90","75",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-01","3.80","0.00","0.0","0.0",,"90","73",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-02","6.04","0.85","0.0","0.0",,"88","69","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-03","3.36","0.87","0.0","0.0",,"78","66","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-04","4.92","0.00","0.0","0.0",,"75","57",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-05","3.80","0.00","0.0","0.0",,"74","58",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-06","5.14","0.13","0.0","0.0",,"70","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-07","8.50","4.16","0.0","0.0",,"63","59","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-08","3.80","0.48","0.0","0.0",,"77","57","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-09","2.24","0.00","0.0","0.0",,"80","63",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-10","5.82","1.38","0.0","0.0",,"70","62",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-11","6.49","0.09","0.0","0.0",,"80","64","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-12","5.37","0.00","0.0","0.0",,"76","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-13","6.71","1.26","0.0","0.0",,"69","55",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-14","5.14","0.38","0.0","0.0",,"72","53","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-15","3.80","0.00","0.0","0.0",,"80","61",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-16","3.80","0.00","0.0","0.0",,"80","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-17","2.68","0.01","0.0","0.0",,"84","69",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-18","3.58","0.20","0.0","0.0",,"84","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-19","5.14","0.00","0.0","0.0",,"77","59","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-20","3.80","0.00","0.0","0.0",,"80","62",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-21","4.92","0.00","0.0","0.0",,"82","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-22","4.03","0.00","0.0","0.0",,"84","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-23","4.70","0.00","0.0","0.0",,"88","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-24","4.25","0.00","0.0","0.0",,"92","74",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-25","3.36","0.00","0.0","0.0",,"91","73",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-26","3.80","0.05","0.0","0.0",,"85","74",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-27","4.03","0.24","0.0","0.0",,"86","73",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-28","5.14","0.00","0.0","0.0",,"85","73","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-29","3.80","0.00","0.0","0.0",,"83","71",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-30","3.13","0.00","0.0","0.0",,"86","73",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-01","3.13","0.84","0.0","0.0",,"77","72",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-02","2.68","0.08","0.0","0.0",,"82","72","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-03","4.25","0.53","0.0","0.0",,"83","73","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-04","4.25","0.00","0.0","0.0",,"87","75","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-05","4.92","0.00","0.0","0.0",,"90","76",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-06","4.47","0.00","0.0","0.0",,"92","78",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-07","4.25","0.00","0.0","0.0",,"92","78",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-08","4.70","0.22","0.0","0.0",,"89","73",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-09","3.13","0.23","0.0","0.0",,"88","74",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-10","4.25","0.00","0.0","0.0",,"85","75",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-11","3.80","0.00","0.0","0.0",,"84","76","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-12","9.62","0.25","0.0","0.0",,"77","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-13","5.37","0.06","0.0","0.0",,"81","67",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-14","4.03","0.00","0.0","0.0",,"90","74","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-15","3.58","0.00","0.0","0.0",,"94","78",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-16","4.70","0.00","0.0","0.0",,"94","77",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-17","3.36","0.00","0.0","0.0",,"97","79",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-18","3.80","0.00","0.0","0.0",,"98","81",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-19","5.14","0.00","0.0","0.0",,"96","83",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-20","5.82","0.00","0.0","0.0",,"93","81",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-21","4.70","0.00","0.0","0.0",,"89","76",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-22","4.92","0.06","0.0","0.0",,"86","75",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-23","4.25","0.31","0.0","0.0",,"87","73","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-24","4.47","0.00","0.0","0.0",,"83","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-25","8.95","0.01","0.0","0.0",,"68","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-26","5.14","0.00","0.0","0.0",,"83","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-27","3.36","0.00","0.0","0.0",,"82","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-28","2.01","0.24","0.0","0.0",,"78","70","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-29","3.80","0.01","0.0","0.0",,"85","69","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-30","4.03","0.00","0.0","0.0",,"83","67",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-31","2.91","0.00","0.0","0.0",,"83","67",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-01","2.91","0.65","0.0","0.0",,"76","66",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-02","4.47","0.00","0.0","0.0",,"83","67","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-03","3.36","0.06","0.0","0.0",,"78","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-04","5.14","0.00","0.0","0.0",,"80","66",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-05","3.36","0.00","0.0","0.0",,"78","62",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-06","2.68","0.00","0.0","0.0",,"82","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-07","5.14","0.00","0.0","0.0",,"80","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-08","4.47","0.46","0.0","0.0",,"81","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-09","4.25","0.05","0.0","0.0",,"85","74",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-10","4.92","0.00","0.0","0.0",,"83","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-11","2.46","0.00","0.0","0.0",,"81","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-12","2.01","0.05","0.0","0.0",,"82","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-13","2.68","0.85","0.0","0.0",,"77","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-14","6.49","0.00","0.0","0.0",,"74","61",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-15","3.58","0.00","0.0","0.0",,"78","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-16","2.01","0.00","0.0","0.0",,"82","64",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-17","2.01","0.00","0.0","0.0",,"84","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-18","2.91","0.00","0.0","0.0",,"76","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-19","3.36","0.00","0.0","0.0",,"79","66",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-20","2.91","0.00","0.0","0.0",,"88","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-21","2.46","0.00","0.0","0.0",,"90","72",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-22","3.80","0.25","0.0","0.0",,"78","71",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-23","5.59","0.00","0.0","0.0",,"82","71",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-24","4.92","0.00","0.0","0.0",,"80","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-25","4.03","0.00","0.0","0.0",,"83","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-26","5.82","0.04","0.0","0.0",,"84","68","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-27","4.70","0.01","0.0","0.0",,"87","71",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-28","2.68","0.43","0.0","0.0",,"86","71",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-29","4.92","0.00","0.0","0.0",,"80","71",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-30","4.25","0.00","0.0","0.0",,"85","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-31","4.92","0.00","0.0","0.0",,"86","73",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-01","2.46","0.00","0.0","0.0",,"84","75",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-02","0.89","0.05","0.0","0.0",,"82","74",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-03","2.91","0.03","0.0","0.0",,"82","68",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-04","5.37","0.00","0.0","0.0",,"82","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-05","5.59","0.00","0.0","0.0",,"80","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-06","3.58","0.00","0.0","0.0",,"72","57",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-07","3.36","0.00","0.0","0.0",,"80","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-08","6.49","0.00","0.0","0.0",,"83","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-09","4.25","0.00","0.0","0.0",,"73","57",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-10","5.82","0.01","0.0","0.0",,"87","68",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-11","4.47","0.00","0.0","0.0",,"96","77",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-12","4.03","1.60","0.0","0.0",,"87","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-13","5.14","0.06","0.0","0.0",,"77","59","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-14","4.70","0.00","0.0","0.0",,"67","54",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-15","3.80","0.00","0.0","0.0",,"73","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-16","4.70","0.03","0.0","0.0",,"73","56","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-17","4.70","0.00","0.0","0.0",,"65","50",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-18","2.68","0.00","0.0","0.0",,"72","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-19","2.46","0.00","0.0","0.0",,"78","55",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-20","3.13","0.00","0.0","0.0",,"79","60",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-21","4.47","0.72","0.0","0.0",,"77","61","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-22","5.82","0.45","0.0","0.0",,"69","54","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-23","4.03","0.00","0.0","0.0",,"66","50",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-24","4.03","0.00","0.0","0.0",,"73","47",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-25","1.79","0.00","0.0","0.0",,"73","52",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-26","3.58","0.00","0.0","0.0",,"71","58",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-27","4.70","0.00","0.0","0.0",,"69","57",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-28","4.47","0.00","0.0","0.0",,"73","56",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-29","3.13","0.00","0.0","0.0",,"72","57",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-09-30","3.36","0.00","0.0","0.0",,"75","56",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-01","2.01","0.00","0.0","0.0",,"82","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-02","4.03","0.00","0.0","0.0",,"83","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-03","1.57","0.00","0.0","0.0",,"78","63",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-04","2.91","0.00","0.0","0.0",,"86","66",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-05","3.58","0.00","0.0","0.0",,"76","64",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-06","5.82","0.00","0.0","0.0",,"70","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-07","5.82","0.25","0.0","0.0",,"76","60",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-08","6.04","0.00","0.0","0.0",,"67","54",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-09","8.50","0.00","0.0","0.0",,"62","53",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-10","8.95","0.00","0.0","0.0",,"65","54",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-11","9.40","0.02","0.0","0.0",,"68","60","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-12","11.18","0.00","0.0","0.0",,"72","60",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-13","8.50","0.00","0.0","0.0",,"65","56",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-14","2.46","0.00","0.0","0.0",,"66","52",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-15","2.91","0.00","0.0","0.0",,"72","53",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-16","3.13","0.00","0.0","0.0",,"67","56",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-17","2.68","0.02","0.0","0.0",,"73","61",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-18","6.71","0.00","0.0","0.0",,"68","55",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-19","3.36","0.01","0.0","0.0",,"64","52",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-20","5.59","0.00","0.0","0.0",,"63","50",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-21","3.80","0.00","0.0","0.0",,"66","50",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-22","4.47","0.00","0.0","0.0",,"67","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-23","4.47","0.00","0.0","0.0",,"55","45",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-24","6.71","0.00","0.0","0.0",,"54","41",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-25","5.14","0.00","0.0","0.0",,"53","40",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-26","6.26","0.00","0.0","0.0",,"55","41",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-27","5.14","0.00","0.0","0.0",,"58","46",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-28","4.47","0.00","0.0","0.0",,"61","43",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-29","4.92","0.00","0.0","0.0",,"56","44",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-30","2.01","0.00","0.0","0.0",,"60","47",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-10-31","3.58","0.06","0.0","0.0",,"66","53",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-01","4.92","0.13","0.0","0.0",,"70","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-02","3.80","0.00","0.0","0.0",,"68","55",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-03","6.26","0.00","0.0","0.0",,"55","37",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-04","6.49","0.00","0.0","0.0",,"46","35",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-05","4.03","0.00","0.0","0.0",,"55","41",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-06","3.58","0.00","0.0","0.0",,"61","49",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-07","6.71","0.13","0.0","0.0",,"64","44",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-08","8.72","0.00","0.0","0.0",,"50","40",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-09","4.92","0.00","0.0","0.0",,"50","38",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-10","7.61","0.00","0.0","0.0",,"61","44",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-11","6.49","0.00","0.0","0.0",,"53","43",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-12","6.26","0.03","0.0","0.0",,"52","31",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-13","6.04","0.00","0.0","0.0",,"39","29",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-14","8.05","0.00","0.0","0.0",,"52","33",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-15","4.70","0.00","0.0","0.0",,"57","44",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-16","2.68","0.05","0.0","0.0",,"60","45",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-17","3.58","0.03","0.0","0.0",,"60","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-18","7.38","0.22","0.0","0.0",,"65","51","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-19","9.17","0.00","0.0","0.0",,"51","36",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-20","6.93","0.00","0.0","0.0",,"44","32",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-21","4.92","0.00","0.0","0.0",,"52","35",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-22","6.26","0.07","0.0","0.0",,"57","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-23","9.62","0.00","0.0","0.0",,"54","31",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-24","12.08","0.00","0.0","0.0",,"30","23",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-25","5.82","0.00","0.0","0.0",,"35","23",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-26","4.25","0.51","0.0","0.0",,"47","33","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-27","9.62","1.98","0.0","0.0",,"62","35","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-28","7.16","0.00","0.0","0.0",,"35","30",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-29","3.80","0.00","0.0","0.0",,"39","29",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-30","5.14","0.00","0.0","0.0",,"39","25",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-01","1.79","0.00","0.0","0.0",,"49","36",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-02","3.13","0.00","0.0","0.0",,"49","41",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-03","3.13","0.00","0.0","0.0",,"53","38",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-04","2.91","0.00","0.0","0.0",,"52","41",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-05","2.46","0.01","0.0","0.0",,"60","48",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-06","5.82","0.73","0.0","0.0",,"62","37","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-07","6.04","0.14","0.0","0.0",,"41","32","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-08","6.26","0.08","0.7","0.0",,"33","29",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-09","6.71","0.30","0.0","0.0",,"39","31",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-10","6.49","0.23","1.4","0.0",,"37","30",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-11","7.61","0.00","0.0","0.0",,"33","27",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-12","7.38","0.00","0.0","0.0",,"30","23",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-13","5.59","0.00","0.0","0.0",,"35","23",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-14","10.07","0.73","5.0","0.0",,"34","22",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-15","8.72","0.72","0.0","3.1",,"40","30","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-16","7.83","0.00","0.0","3.1",,"33","25",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-17","6.04","0.19","1.5","3.1",,"32","24",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-18","6.71","0.00","0.0","3.9",,"37","23",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-19","4.92","0.00","0.0","3.1",,"47","30",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-20","5.14","0.00","0.0","3.1",,"53","41",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-21","7.83","0.01","0.0","1.2",,"65","51",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-22","5.59","0.00","0.0","0.0",,"71","61",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-23","4.70","0.51","0.0","0.0",,"64","42","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-24","8.28","0.00","0.0","0.0",,"42","26",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-25","4.70","0.00","0.0","0.0",,"31","19",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-26","5.37","0.00","0.0","0.0",,"36","30",,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-27","5.82","0.00","0.0","0.0",,"40","31",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-28","7.16","0.00","0.0","0.0",,"55","36",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-29","6.04","1.20","0.0","0.0",,"48","41","    1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-30","6.26","0.00","0.0","0.0",,"45","23",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-31","5.82","0.00","0.0","0.0",,"32","21",,,,,,,,
